公司名称,关闭时间,成立时间,产品简介,行业,地点,获投状态,存活天数,logo,行业标签,关闭原因
金麦直播,2020-01-15,2017-12-01,金麦直播是一款移动社交直播平台，专注于研发直播技术和现场互动产品，采用云计算直播技术，集视频采集、推流、编码、存储、播放于一体，应用于直播等活动。属于深圳麦未信息科技有限公司旗下产品。,社交网络,广东,尚未获投,775,https://cdn.itjuzi.com/images/14f1fde4841f042ae419e3323f4ec92a.png,视频社交、兴趣社区、社交网络、社交、视频直播,产品入场时机、烧钱、行业竞争
硬创无忧,2020-01-15,2017-09-01,专业免费的一站式硬件产品服务平台。,企业服务,四川,尚未获投,866,https://cdn.itjuzi.com/images/74b3b590afc9777fdfdd5f7b5f272248.png,定制、硬件、担保服务,烧钱、行业竞争
奢品惠众,2020-01-15,2015-09-01,奢品惠众是一家互动视频社交电商平台，目前新版本已经准备上线运营。 重庆战兢科技有限公司旗下产品。,电子商务,重庆,尚未获投,1597,https://cdn.itjuzi.com/images/2c7b5536461f73563248f80d6534c34e.png,O2O、平台、视频电商、百货商城,现金流断裂、法律法规风险
链川信息,2020-01-15,2017-02-01,链钱系浙江链川信息技术有限公司旗下全资控股品牌，是国内供应链金融体系服务商及服务平台，服务产业链上下游企业，其中包括中商惠民、E贸宝、钢为网、1号生活等国内知名企业。,金融,浙江,A轮,1078,https://cdn.itjuzi.com/images/4697c9f504042bb351e2992d8b8dfdcf.png,Fintech金融科技、供应链金融、独立品牌、金融、金融信息化、借贷、金融服务平台、企业金融,政策监管、法律法规风险
化易宝,2020-01-15,2016-03-01,化易宝是一款化工产品现货即时交易移动互联平台，依托互联网技术，为客户量身定制切合实际需求的资讯合作方案，力争打造便捷的中国化工原料现货智能交易。化易宝是北京黑港科技有限公司旗下产品。,电子商务,北京,尚未获投,1415,https://cdn.itjuzi.com/images/85e7e57a9b2df385cc2d7a282d9e0ad0.png,企业服务、电子商务、大宗商品、行业信息化及解决方案、交易、智能交互、化工制品,烧钱、行业竞争
视动力,2020-01-15,2017-06-01,视动力---移动的眼镜店，通过移动验光车提供上门验光配镜服务。广东视动力眼镜有限公司旗下。,本地生活,广东,尚未获投,958,https://cdn.itjuzi.com/images/0774e7e12d6f463bfa86e7cc0f18159e.jpg,本地生活、生活服务、眼镜、上门服务,烧钱、行业竞争
定衣坊,2020-01-15,2016-03-01,定衣坊是一家定制服装制造商，专业从事文化衫、广告衫、班服，工作服，球服定制，为客户提供服装印制解决方案。,电子商务,广东,尚未获投,1415,https://cdn.itjuzi.com/images/78d7902acd326648a290ef1935c895cd.png,电子商务、服装服饰、消费升级、服装定制/搭配服务、穿,烧钱、营销不足、行业竞争
极邮,2020-01-15,2012-08-01,极邮（此前叫九玉邮）是一家专注于手机邮件客户端的创业公司，主打产品“极邮”致力于通过智能化手段提高邮件应用的易用性。九玉（北京）科技有限公司旗下产品。,工具软件,北京,A轮,2723,https://cdn.itjuzi.com/images/eb60fe982c06736f4fca64de942cb544.png,车险、安全、邮件服务、微软系、工具软件、文化娱乐、事项及效率、清华系、个人办公工具、邮件,业务过于分散、行业竞争
最美花开,2020-01-15,2015-01-01,最美花开是一家定位中低端市场的鲜花电商。最美花开（天津）网络科技有限公司旗下产品。,电子商务,天津,天使轮,1840,https://cdn.itjuzi.com/images/e72c8cc35b3acc41e72337af35590976.jpg,垂直电商、鲜花、B2C、电子商务、综合电商、电商、鲜花礼品、综合性电商、电商经营模式、鲜花电商、礼品电商、综合B2C、饰品礼物,商业模式匮乏
有课在线,2020-01-15,2017-07-01,有课在线是一个学历教育在线教学平台，专注于从事成人学历提升业务，通过网络直播课程，学生可在线学习专业知识并与教师进行答疑互动，直播结束后还可观看回放。此外，平台还提供消防工程师、会计职称、教师资格证等考试培训服务。,教育,北京,尚未获投,928,https://cdn.itjuzi.com/images/28ec02509b994fe24a66ebfa3dc11cb6.png,教育、教育综合服务、高等教育、教育直播、泛教育,烧钱、融资能力不足、行业竞争
快合作,2020-01-14,2016-01-01,快合作是福建利莱投资管理有限公司推出的金融合作交易服务平台，用户可以在这里了解金融行业信息，同时还具有模拟炒股功能。,金融,福建,尚未获投,1474,https://cdn.itjuzi.com/images/d7451e03396708cbdb71b030b45ea444.png,金融、理财、投资信息、炒股、股票行情资讯,政策监管、法律法规风险
牧羊贷款导航,2020-01-14,2019-04-01,牧羊贷款导航旨在满足多层次用户的个性化借款需求，用户可以随时申请各类借款产品。让你轻松借款无忧。,金融,辽宁,尚未获投,288,https://cdn.itjuzi.com/images/b105fb788eb12fae80c83e92a61190d7.png,贷款平台、贷款服务,政策监管、法律法规风险
壹亿威威,2020-01-14,2015-07-01,壹亿威威是一个专注于内容的发行运营、传播、和商业化运作的内容增值视频公司，隶属于北京联合壹号线娱乐传媒有限公司。,文娱传媒,北京,Pre-A轮,1658,https://cdn.itjuzi.com/images/21b562ea3867376c4dd164fe298e00bf.png,发行商、视频、渠道、影视、文化娱乐,烧钱、行业竞争
炎裔留学,2020-01-14,2013-12-01,炎裔留学是一家留学培训及相关服务提供商，通过不同控股公司从事留学咨询、留学申请、语言培训、实习推荐及海外服务等出国留学相关服务业务。公司独创 的“学”、“练”、“管”三步学习法帮助同学们最快速最有效的迅速提升自身语言能力。在教育行业首创YYJY9000质量管理体系流程标准化，无论是前期还是后期，都保证在学生咨 询到申请的每个阶段、每个时间节点，都有专人严格把关，给予学子们最大程度的保证。,教育,上海,尚未获投,2235,https://cdn.itjuzi.com/images/d5927d11165ea77208f072441af8487d.png,教育、语言学习、咨询服务、培训服务、留学中介、泛教育、研学,烧钱、融资能力不足、行业竞争
邦客金服,2020-01-14,2018-05-01,邦客金服是一家专业从事房产抵押贷款、无抵押信用贷款、短期应急贷款和中小企业贷款的金融服务咨询公司。,金融,四川,尚未获投,623,https://cdn.itjuzi.com/images/e7d80653b98bea023dd93372e867fed2.png,房产金融、信用贷款、担保、抵押贷款、中小微企业贷,政策监管、法律法规风险
华复医疗,2020-01-14,2013-12-01,华复医疗是一家集技术研发、生产制造、终端销售及服务支持于一体的医疗器械一体化解决方案提供商，致力于医用电子类、数字影像类设备及医用生物材料的创新技术开发。,医疗健康,江苏,尚未获投,2235,https://cdn.itjuzi.com/images/0a990c4a73ff354b847c2f109b6b9526.png,医疗设备、生物生命科学、医疗健康、医疗器械及硬件、健康保健、医疗影像、销售、开发商、医疗器械、基因及生物技术,产品入场时机、融资能力不足
乐享客,2020-01-14,2014-09-01,乐享客是一个美甲师预约和上门服务移动APP，隶属于广州善亿信息技术有限公司。,本地生活,广东,不明确,1961,https://cdn.itjuzi.com/images/232c7d1382cc363ed745e8cf78875e02.png,美甲、O2O、上门到家服务、本地生活、美业、生活服务,商业模式匮乏、营销不足
玖信神通,2020-01-14,2017-07-01,"玖信神通是一家综合金融财务管理公司，主要办理武汉各大商业银行信用贷款及房屋抵押贷款业务，通过专业系统培训为客户订制融资方案。立志打造全国领先的综合金融财务管理公司，为中小企业和个人解决资金难题。
",金融,湖北,不明确,927,https://cdn.itjuzi.com/images/0fcedce1bc1dd56b88ad7d32a7022339.png,财务管理、小额贷款、金融、信用及征信、金融综合服务、借贷、信用贷款、小额信贷、银行、担保、抵押贷款、中小微企业贷,政策监管、法律法规风险
壹尚科技,2020-01-14,2015-09-01,壹尚科技是香港尚客优集团旗下全资子公司，借助于互联网技术和线下服务能力，为用户提供本地化生活服务,本地生活,北京,尚未获投,1596,https://cdn.itjuzi.com/images/b30775856f4ad61a69e3807c09da8ff0.png,本地生活、广告营销、本地综合生活、生活服务,融资能力不足、营销不足
兼职库,2020-01-14,2013-12-01,兼职库是一个手机上的O2O兼职岗位对接平台，重点针对短期劳务和众包任务提供对接管理服务，为企业和个人提供一个靠谱、互动、高效的服务平台，让任何人在任何时间、任何地点都能找到适合自己的兼职工作。,企业服务,河北,天使轮,2235,https://cdn.itjuzi.com/images/archive/11463.png,招聘、兼职、企业服务、人力资源、企业通用服务,营销不足、行业竞争
草莓商城,2020-01-14,2017-06-01,草葛商城是一款集全新手机、二手手机于一体的购物 APP ，用户足不出户就能享受所有服务。草葛商城解决了用户去哪里买靠谱二手手机的需求，并提供手机分期服务，为更多的年轻人提供便捷、安全、快速的手机移动分期购物体验。隶属于宁波草莓网络科技有限公司。,电子商务,浙江,尚未获投,957,https://cdn.itjuzi.com/images/37bfe1a7ae70019ce9854dea08bcc33f.png,APP、电子商务、3C电子、手机回收、手机贸易商,烧钱、行业竞争
柠檬互娱,2020-01-14,2017-07-01,深圳柠檬互娱网络有限公司是一家专业从事手机、H5游戏软件开发、发行和运营为一体的互联网企业，拥有自己的手游平台APP、网络直播平台等。,游戏,广东,尚未获投,927,https://cdn.itjuzi.com/images/adb7a9cf2779504e75f78e481e932cb3.png,游戏开发商、H5游戏、游戏直播、游戏、手机游戏、游戏发行及渠道、软件开发、游戏发行、游戏/电竞、游戏渠道,烧钱、行业竞争
口袋圈,2020-01-14,2016-03-01,口袋圈（xr876.cn）中国专业的购物软件，网购省钱达人公推的品牌导购官方网站，网购达人公认的省钱神器。,电子商务,河南,尚未获投,1414,https://cdn.itjuzi.com/images/1d89310ca366d860bf117c98081a4b9c.png,电子商务、电商解决方案,行业竞争
味库客,2020-01-14,2018-04-01,味库客是一家即烹快手菜开发商。不同于净菜，快手菜不仅免洗免切，且进一步免预加工、免调料。以“傻瓜式操作+大厨级口味”打造极致产品体验，是引领家庭烹饪消费升级的新零售品类。,本地生活,北京,尚未获投,653,https://cdn.itjuzi.com/images/fe8c91710da8e1f43f55f85ccfd6d61c.png,本地生活、美食餐饮、消费升级、生活服务、方便食品,行业竞争
今日花,2020-01-14,2017-12-01,今日花是一款低息贷款产品，申请流程简单，放款迅速额度高，满足您的资金需求。产品主要特点有门槛低：无需抵押、无需担保、无需面签，凭身份证即可借款；审核快；灵活自选：可自由选择借款额度和借款期限等。隶属于天津菲腾科技有限公司。,金融,天津,尚未获投,774,https://cdn.itjuzi.com/images/935e5183b5cd380fb4dcc71234d6d16d.png,APP、金融、借贷、信用贷款、贷款平台,政策监管、法律法规风险
一起牛,2020-01-13,2014-07-01,齐牛金融（一起牛）是一个股票投资社区，帮助用户找寻合适的搭档、一起选股，同时齐牛提供智能选股推荐服务。深圳齐牛互联网金融服务有限公司旗下产品。,金融,广东,A轮,2022,https://cdn.itjuzi.com/images/a8e9be20565c1d4f12cf7d586cb491da.png,腾讯系、社会化投资、金融、股票、金融媒体及社区、证券、投资理财、智能金融,政策监管、法律法规风险
享创科技,2020-01-13,2016-04-01,享创科技是一家研发租赁平台的科技企业，致力于打造一个以学生为中心的O2O便捷租赁平台，以高效的租赁模式，提供丰富的产品和优质的服务。,企业服务,广东,尚未获投,1382,https://cdn.itjuzi.com/images/d3678e024047d88b0ccad881f295eba1.png,企业服务、其他企业服务、互联网移动平台、租赁服务,烧钱、融资能力不足、行业竞争
上港文体,2020-01-13,2015-04-01,上港文体是一款应用于上港集团工会旗下体育活动场地的预定和管理服务软件。专门为集团内部员工提供羽毛球、乒乓球、桌球、瑜伽等场地预定和课程报名服务。提高场地使用效率和课程活跃度。让用户体验极速预订运动场地、签到等便捷服务，同时也带来新鲜的社交元素传播积极向上的运动生活理念，让运动更有趣。,体育运动,上海,尚未获投,1748,https://cdn.itjuzi.com/images/f046ef57b06f59b2dcbb22c89e17b495.png,球类运动、消费升级、大众健身、体育媒体及社区、体育、瑜伽 ,融资能力不足、行业竞争
小偶,2020-01-13,2011-08-01,小偶-拜年神器是一款拜年表情包、短视频生成APP，由一张自拍生成3D形象，单人、双人各种姿势拜年。,文娱传媒,福建,尚未获投,3087,https://cdn.itjuzi.com/images/25f69abba812dc9ce39bbede8b35ec4b.png,三维3D、APP、其他文娱服务、文化娱乐,商业模式匮乏、营销不足
"榴莲旅游，榴莲旅行, 留恋之旅",2020-01-13,2015-10-01,榴莲旅游，专注于目的地自由行的在线旅游服务商，以不断创新的技术连接旅行中的一切，向旅游用户提供极致体验的旅游服务和产品为使命！,旅游,福建,天使轮,1565,https://cdn.itjuzi.com/images/9682d5e4cbc006fbd2b36a5645d54321.jpg,目的地旅游、亲子游、线路规划、自由行、自助游、旅游、周边短途游、旅游综合服务、旅游服务、旅游B2B、旅游OTA、自由行/自助游、旅游OTA平台,现金流断裂、营销不足
乐游钱包,2020-01-13,2017-08-01,乐游钱包，是一款钱包类APP，是一款为用户打造的购物返现钱包，该软件由舟山森融金融数据处理服务外包有限公司开发。该公司是一家金融数据IT外包公司。,金融,浙江,尚未获投,895,https://cdn.itjuzi.com/images/531b84a8e903001ecf90835b7feaf54c.png,返利返现折扣、金融、金融信息化、手机钱包,烧钱、行业竞争
德冿朴,2020-01-13,2013-02-01,德冿朴是一家专业从事品牌网站开发、营销网站开发、电子商务网站开发、信息化项目建设的软件企业，通过服务于不同市场与行业客户的经验，结合本土化用户的优势进行再设计，致力于打造模块化、数据互联及高度自动化的网站、APP及信息化项目。,企业服务,北京,不明确,2537,https://cdn.itjuzi.com/images/25d84cef4c0f6395c0ad88dbf8b1b694.png,企业IT服务、开发者服务、开发工具、建站、企业服务、IT运维、销售与营销,烧钱、融资能力不足、行业竞争
爱居网,2020-01-13,2014-05-01,爱居网是一个房地产家居网络平台，进行线上线下相结合的地产交易，提供资源整合服务，研发并推广多款无线客户端产品，与会员实时沟通，提供咨询服务，隶属于广州瑞银华吉信息科技有限公司。,电子商务,广东,尚未获投,2083,https://cdn.itjuzi.com/images/e893fad3aaec844e07ac8730f667282b.png,房产服务、房产信息化、电子商务、会员制、家居家纺、房产家居、电商经营模式、家居家具,烧钱、营销不足、行业竞争
OpenPlay,2020-01-13,2015-02-01,OpenPlay是一家足球大数据统计平台，由统计工具和客户端组成；统计员根据场上进程，通过工具设定事件，自动生成球员数据，并将搜集的数据同步至云端，即时呈现在客户端页面；每场足球赛需要2名统计员（每支球队配备一名统计员），统计员为经验丰富的足球爱好者，经过严格的培训和考核通过后上岗。,体育运动,广东,天使轮,1807,https://cdn.itjuzi.com/images/3fea2260891e877bcb3347c0b079b9e9.jpg,球类运动、体育运动、体育赛事、综合体育、足球、篮球、体育培训、体育、体育大数据、场馆/赛事/培训、体育用品,现金流断裂、融资能力不足
车仔科技,2020-01-13,2015-11-01,车仔科技是一家专注于汽车驾培行业移动互联网解决方案研究的服务提供商。旨在帮助传统驾校加速向移动互联网行业的转型，为驾校提供一站式行业解决方案。以微信为入口，通过云计算、大数据技术为分析，帮驾校形成自己的品牌建设，通过营销互动式解决方案，帮助驾校精准营销、快速精准招生。,企业服务,广东,尚未获投,1534,https://cdn.itjuzi.com/images/9a55b94d94e2827a42c612d84d5fde90.png,云计算、大数据、微信等腾讯平台、企业服务、销售营销、大数据营销、行业信息化及解决方案、精准营销、云服务、大数据技术、汽车大数据、大数据服务、销售与营销、企业营销,烧钱、融资能力不足、行业竞争
AC家族,2020-01-13,2014-06-01,AC家族是一个微商品牌代理。隶属于郑州爱伦可可商贸有限公司版权所有。,广告营销,河南,不明确,2052,https://cdn.itjuzi.com/images/882bd13cb046d3804e6646aae57f568e.png,广告代理、微信营销、广告营销、移动及网络广告、数字营销、网络营销、品牌营销,融资能力不足、营销不足
安磊网络,2020-01-13,2018-10-01,安磊网络是一家互联网业务服务企业，致力于基础互联网应用标准化产品、网络推广，产品销售，解决方案的互联网业务服务企业。专注于基础互联网业务服务，提供智能家居研发，销售、电子产品批发与零售、商务信息咨询与文案策划、网站推广 等企业应用服务。,企业服务,广东,尚未获投,469,https://cdn.itjuzi.com/images/e4bee3cc3443cf15f14106d6a997449a.png,企业IT服务、企业服务、咨询服务,烧钱、融资能力不足、行业竞争
贝清贝爽,2020-01-13,2011-04-01,贝清贝爽是一家专门从事家用、商用净水设备的专业代理公司，多年来，始终坚持“代理优秀的产品，服务高端的客户”。基于这样的理念旗下云集了当今世界畅销的产品、知名的品牌，均拥有卓越、可靠的品质，前沿、先进的技术。,本地生活,天津,尚未获投,3209,https://cdn.itjuzi.com/images/f15bd56847c89f5b0a4097598b0f0b3e.png,本地生活、小区服务、代理、净水器、生活服务,烧钱、行业竞争
友贷网,2020-01-12,2013-05-01,友贷网是一家主打互联网金融的P2P借贷理财平台，是华南地区领先的中小企业投/融资网络服务平台。东莞市友贷金融信息服务有限公司旗下网站。,金融,广东,已被收购,2447,https://cdn.itjuzi.com/images/archive/9260.png,P2P借贷、P2P、金融、借贷、理财平台、借贷平台、投资理财、企业理财、中小微企业贷,政策监管、法律法规风险
哥弟女装,2020-01-10,2006-06-01,哥弟女装是一家以销售品牌女装的公司。,电子商务,江苏,尚未获投,4971,https://cdn.itjuzi.com/images/8dae2f22918a07331ec82f6abb54269e.png,女装、消费升级、服装定制/搭配服务、销售与营销、穿,烧钱、营销不足、行业竞争
龙宫生物,2020-01-10,2017-03-01,龙宫生物是一家口腔健康领域的企业，公司采用法国绿泥illite原料，针对亚洲人群口腔问题，经过4年的开发、临床，研发出龙宫ILLITE口腔调理剂，专注调理常见口腔问题，改善牙龈发炎，肿痛，牙龈出血等症状，补充珍稀微量元素“锶”等多种微量元素，为牙齿、牙龈补充能量，坚固牙齿。,医疗健康,广东,尚未获投,1045,https://cdn.itjuzi.com/images/43a2496a463d79d8ec178480d2ded1e6.png,口腔牙科、独立品牌、医疗健康、医疗器械及硬件、专科服务、健康保健、生物技术、医疗器械、医疗专科服务、基因及生物技术、医疗耗材,烧钱、融资能力不足、行业竞争
易找车,2020-01-10,2018-05-01,"易找车是一家专业汽车经销商服务平台，帮助汽车经销商开拓销售渠道，增加盈利的平台。
",汽车交通,江苏,尚未获投,619,https://cdn.itjuzi.com/images/2928687fdd399fa3a3d0e11074e9db52.png,汽车交通、汽车电商、行,烧钱、行业竞争
漫考拉,2020-01-10,2016-08-01,漫考拉是一家原创漫画制作商，以漫画为IP源头制作原创国产漫画，并在腾讯动漫、网易漫画平台发布，主要业务涉及动漫影视和游戏等多个领域，漫画作品有《极品修真少年》等。,文娱传媒,北京,A轮,1257,https://cdn.itjuzi.com/images/c1c2e5cdae19b8e1abe397c19395a313.png,漫画、二次元、游戏、影视、动漫、其他文娱服务、文化娱乐、文娱传媒、动漫创作、原创IP、融资节奏快、动漫制作、漫画制作、动漫IP及版权、游戏/电竞,烧钱、融资能力不足、行业竞争
众车慧,2020-01-10,2017-08-01,众车慧是一家车辆后服务信息平台，增开汽车消费贷款及融资租赁业务，为广大人民群众解决购车资金问题等解决方案，至此平台实现了汽车保养、保险代理、第三方检车审验及救援、汽车销售等一站式综合服务。,汽车交通,陕西,尚未获投,892,https://cdn.itjuzi.com/images/a8e1eebf68b65beaecb8fd4d6a841aeb.png,车贷、车险、租车、汽车保养、汽车交通、汽车后服务、汽车金融、汽车融资租赁、汽车后市场、行,烧钱、行业竞争
小蚁Antshares,2020-01-10,2015-04-01,小蚁Antshares是一个基于公有链的智能资产平台，致力于将区块链的智能合约与数字资产相结合，使得用户在小蚁上注册、发行、流转的数字资产更加智能化。用户可在小蚁上自行注册分发资产、自由交易和流转，并且通过数字证书可以解决公有链的信任问题。,金融,上海,种子轮,1745,https://cdn.itjuzi.com/images/9e184870efe1c86b43f43a533d3913e8.png,平台、金融、金融信息化、企业服务、智能金融,市场伪需求、融资能力不足
微天使,2020-01-10,2014-09-01,微天使是一个以社群协作模式来帮助创业者快速组建团队、获得资金、管理股权的创业平台。,区块链,上海,天使轮,1957,https://cdn.itjuzi.com/images/9faab3f4d93d67608110c684c5d6f64d.jpg,股权融资、创业服务、金融、企业服务、法律财会、综合企业服务、法律服务、区块链、资产管理、资产交易、数字资产、企业融资、区块链行业应用、区块链金融、区块链社交、区块链法律、金融机构、企业资产管理,融资能力不足、营销不足
玖爱网络技术,2020-01-10,2015-01-01,玖爱网络技术是北京一家专业的互联网资源整合营销平台。为企业和个人整合社会资源，实现社会资源的优化配置，用互联网模式来做互联网领域的资源整合与互换。,广告营销,北京,尚未获投,1835,https://cdn.itjuzi.com/images/38aedfbeb25593bafb20ca9bda9c91ba.jpg,广告营销、整合营销传播、设计及创意、多媒体、数字营销、品牌整合运营、品牌营销、整合营销,烧钱、融资能力不足、行业竞争
萃英信息,2020-01-10,2010-12-01,萃英信息是一家从事本地生活服务的信息公司。公司致力于关于本地生活以及闲置时间的管理与开发。公司目前的主要业务是线上客户渠道的拓展以及线下的推广。旗下产品帮呗一款致力于社区O2O的服务产品。,本地生活,北京,天使轮,3327,https://cdn.itjuzi.com/images/cd6ec1f1b9ffa0ad62f3bb1b37228aa6.png,餐饮信息化、美食社区、本地生活、美食餐饮、商户服务及信息化、小区服务、生活服务、餐饮业、餐饮支撑服务、餐饮媒体及社区、社区O2O,融资能力不足、行业竞争
iKair家庭环境管家,2020-01-10,2013-08-01,iKair家庭环境管家是一个专注于家庭室内环境监测的软硬件服务平台，提供模块式的检测仪帮助用户了解当前室内空气、环境异常和改善建议等，北京超感时空科技有限公司旗下产品。,生产制造,北京,B轮,2353,https://cdn.itjuzi.com/images/archive/5338.png,软硬件结合、空气净化、中间件、人工智能、创客、解决方案、开源硬件、硬件解决方案、电子元器件、硬件、智能家居、传感器、综合硬件、消费电子、传感器及中间件、智慧家居、环保业、传感系统、传感器元件、清华系、智能硬件、环保产业、环保相关服务、环境监测、机器人研发及生产、基础层、行业应用层、智能家居（智慧家居）、智慧环保、半导体/元器件、新基建,定价/成本问题
鼎有财,2020-01-10,2015-09-01,鼎有财是网络借贷信息中介机构。鼎有财着力打造合规信息撮合应用，为广大出借人、借款人提供多元化的借贷信息撮合服务交易，切实做到小额分散。合规体现在：银行存管、ICP证备案、电子合同、公安网备等。应用特点有：1-36个月出借项目自由选择；50元起出借、周期灵活；甄选借款系列，严格遵循小额分散原则；撮合匹配不收取任何附加费用，充值、提现均0费用。隶属于杭州鼎有财金融服务有限公司。,金融,浙江,尚未获投,1592,https://cdn.itjuzi.com/images/3b10d7a6e9a0e8878fb6b4e9811d101c.png,APP、金融、借贷、借贷平台、中介服务,政策监管、法律法规风险
千百块,2020-01-10,2015-12-01,千百块是一个专为蓝领人群和刚工作人群打造的借贷平台，利用大数据征信和大数据分析技术，致力于用风控能力实现创新，为中低收入者提供手机助贷服务。,金融,上海,尚未获投,1501,https://cdn.itjuzi.com/images/4b6df35506f933b69e0d554f0aebd2a6.png,Fintech金融科技、金融、信用及征信、借贷、大数据征信、风控、移动大数据分析、金融大数据、大数据风控、借贷平台、借贷大数据、蓝领金融、蓝领,政策监管、法律法规风险
NEO,2020-01-10,2015-04-01,NEO（前小蚁）是一个非盈利的社区化的区块链项目，是利用区块链技术和数字身份进行资产数字化，利用智能合约对数字资产进行自动化管理，实现“智能经济”的一种分布式网络。,区块链,上海,天使轮,1745,https://cdn.itjuzi.com/images/c4f2ddc3a056cb82610b956a987f21e0.png,金融、区块链、智能合约、区块链应用技术、区块链行业应用、区块链媒体及社区、区块链社区、智能金融,政策监管、法律法规风险
优越典教育,2020-01-09,2018-12-01,四川优越典教育是一家职业技能培训机构，其业务主要方向是消防工程师培训、一级二级建造师培训、注册会计师培训等。优越典教育致力于做基于互联网、针对职业人群、旨在提升用户职业价值的产品和服务的提供者。,教育,四川,尚未获投,404,https://cdn.itjuzi.com/images/f2e0049e05c6f4e377718e3daa21e93b.png,教育、职业教育、泛教育、职场技能培训、技能培训,烧钱、融资能力不足、行业竞争
思享网络,2020-01-09,2011-09-01,思享网络，一个网络游戏开发、运营及网络应用开发服务提供商。旗下游戏《战殇Online》、《武将杀》。,游戏,广东,不明确,3052,https://cdn.itjuzi.com/images/archive/6154.png,游戏开发商、休闲益智、2D游戏、3D游戏、游戏、网页游戏、游戏/电竞、网页游戏（页游）、游戏开发者服务,烧钱
OlivePhone橄榄无线,2020-01-09,2010-04-01,OlivePhone橄榄无线是一家面向海外市场的移动互联网办公软件创业公司，主打产品为OliveOffice橄榄办公软件、DocQ、ZyExcel等。,企业服务,湖北,A轮,3570,https://cdn.itjuzi.com/images/7b11e9217675b6321219bc4f35e769ec.jpg,移动办公、海外市场、腾讯系、企业服务、办公OA、企业通用服务,现金流断裂、行业竞争
艺点金融,2020-01-09,2015-09-01,艺点理财是一个在线金融平台，在资产端对接的主要是艺术品的抵押贷款资产。北京融艺投信息科技有限公司旗下产品。,金融,北京,Pre-A轮,1591,https://cdn.itjuzi.com/images/c1b602166e1fa3e21c960abc7571ac8c.png,撮合经济、金融、艺术、借贷、理财平台、融资节奏快、投资理财、担保、抵押贷款,政策监管、法律法规风险
方其信科技,2020-01-09,2019-04-01,"方其信科技是一家物联网软件应用开发服务提供商，公司主要从事于应用软件开发、物联网、管理软件开发等，涉及电信、制造、物流等多个领域，形成很好的口碑。公司以“专注小而精，打造现象级”为理念核心，专注于为企业以互联网信息技术构建核心竞争力。
",企业服务,四川,尚未获投,283,https://cdn.itjuzi.com/images/16c7da342accf6d748b682789e3da025.png,物联网、企业IT服务、企业服务、制造,烧钱、融资能力不足、行业竞争
悠行美洲旅游网,2020-01-09,2013-06-01,悠行美洲旅游网（www.usonetrip.com）是美国U.S ONETRIP.LTD公司在中国境内设立的分公司，是一家综合性、多功能的旅游服务预订平台，整合有美国区域的优势旅游资源，致力于为全球人士提供美国本土旅游服务。,旅游,广东,天使轮,2413,https://cdn.itjuzi.com/images/com_logo_archive/15951.png,酒店、OTA、主题游、目的地旅游、海外市场、旅游、出境游、旅游综合服务、跨境游、境外游、旅游服务、旅游资源运营商、旅游OTA平台、住,现金流断裂、营销不足
霖赞,2020-01-09,2016-10-01,霖赞是一家专注于企业管理的咨询公司，公司致力于为客户提供企业级开发管理咨询服务，如运维管理，信息安全，大数据，IT管理，区块链等。,区块链,上海,不明确,1195,https://cdn.itjuzi.com/images/64ee518195fb8ac8422b09d46b943cd5.png,大数据、企业服务、综合企业服务、咨询服务、区块链、信息安全、区块链行业应用、区块链信息安全、企业通用服务、大数据服务、销售与营销,商业模式匮乏、行业竞争
咖啡邦,2020-01-09,2014-01-01,咖啡邦是一家专注于咖啡的在线预定和O2O服务平台，同时为咖啡厅提供pad点餐解决方案等。,电子商务,北京,不明确,2199,https://cdn.itjuzi.com/images/com_logo_archive/14197.jpg,垂直电商、O2O、预售、美食社区、本地生活、美食餐饮、电子商务、电商解决方案、酒水饮料、生活服务、餐饮业、咖啡、电商经营模式、茶水饮料,行业竞争
金锦城,2020-01-09,2005-05-01,金锦城是一家以设计、制造充电器、电源适配器、低频变压器为主营业务的公司，主要产品有LED驱动电源、PCB开关电源、充电器电源、适配器电源、低频变压器等。,先进制造,广东,尚未获投,5366,https://cdn.itjuzi.com/images/7479c6afc04a6bea3eaa04a2025a9b5b.png,路由器、电子元器件、工业4.0、电气设备、非TMT、LED、变压器、电源、电力设备、照明灯具、能源工业、制造、半导体/元器件、新工业、智能装备,烧钱、行业竞争
24趣吧,2020-01-09,2011-10-01,24趣吧是一家以游戏试玩为主的体验营销平台，在此平台中可以参与各类游戏项目赚取趣币并体现到支付宝账户。,游戏,上海,不明确,3022,https://cdn.itjuzi.com/images/eef76a755ff13af92c03bb1a9df51a23.png,游戏、游戏发行及渠道、游戏发行、游戏/电竞、游戏渠道、游戏广告营销,融资能力不足、营销不足
一吉他,2020-01-09,2017-07-01,一吉他是一家乐器相关产品与电子商务运营，主要从事乐器销售、乐器类硬件研发以及乐器文化的建设推广，隶属于北京唯实致一科技有限公司。,文娱传媒,北京,尚未获投,922,https://cdn.itjuzi.com/images/d5fa1bd30be017d4abb5ef0f4785eae2.png,音乐、文化娱乐、硬件产品、吉他、乐器,烧钱、融资能力不足、行业竞争
